Date,Close,High,Low,Open,Volume,daily_return,ma_5,ma_20,ma_ratio,rsi_14,volatility_10,volume_change,signal,sp500_return,vix_level,vix_change,tnx_change,sector_return,rel_strength,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_width,bb_pos,return_lag1,return_lag2,return_lag3,return_lag4,return_lag5,dow,atr_14
2010-02-01,5.829323768615723,5.867341819573789,5.726645334734895,5.758676165170134,749876400,0.013901464192460633,5.98648681640625,6.198608756065369,0.9657791049561636,38.180131031715106,0.03148016626097208,-0.39815004168698576,0,0.014266108894671836,22.59000015258789,-0.0824533150872434,0.01246884918211344,0.011450744481274366,0.0024507197111862666,-0.12143329516377577,-0.07705806517276403,-0.04437522999101173,6.589938439182443,5.807279072948294,0.12626371449372628,0.028166398583693613,-0.03627884871999676,-0.04132192332418683,0.009420410471681073,0.014132967634543192,0.0269028987142772,0,0.22485789518052895
2010-02-02,5.863152027130127,5.8769226372964685,5.788912475073255,5.864649232264019,698342400,0.005803118827698572,5.926136875152588,6.171442317962646,0.9602515214156551,40.705372882248064,0.0267782970469781,-0.06872332560405958,1,0.01297294837718499,21.479999542236328,-0.049136812875337776,-0.00519979561512085,0.00990485455401413,-0.0041017357263155585,-0.12876759662885906,-0.08739997146398304,-0.04136762516487602,6.577182707315108,5.765701928610184,0.13148964810754563,0.1200892258513608,0.013901464192460633,-0.03627884871999676,-0.04132192332418683,0.009420410471681073,0.014132967634543192,1,0.22325417166658573
2010-02-03,5.964034080505371,5.9930717054605545,5.820044599087386,5.842496280310649,615328000,0.01720611249860826,5.874348163604736,6.148766112327576,0.9553702411655141,41.11150257970708,0.027871696408803822,-0.11887349243007439,0,-0.00547431142933863,21.600000381469727,0.005586631368284634,0.01870703669317697,0.0023353586517849134,0.014870753846823348,-0.12499883600742212,-0.09491974437267087,-0.030079091634751254,6.547218631786315,5.750313592868837,0.12960405784825252,0.26818814936850566,0.005803118827698572,0.013901464192460633,-0.03627884871999676,-0.04132192332418683,0.009420410471681073,2,0.22100908034205904
2010-02-04,5.749098300933838,5.938289702546928,5.734728969456485,5.889195286027982,757652000,-0.03603865716899468,5.8310013771057125,6.120447087287903,0.9527084041322136,37.621108444604985,0.02932966774842815,0.2312977793957045,1,-0.031140677888039425,26.07999992370605,0.20740738255169844,-0.025114818213402113,-0.02795856846413547,-0.008080088704859212,-0.13776748932103544,-0.10348929336234379,-0.03427819595869165,6.548424667572013,5.692469507003793,0.13985173768531203,0.06615859864182216,0.01720611249860826,0.005803118827698572,0.013901464192460633,-0.03627884871999676,-0.04132192332418683,3,0.23390280738822325
2010-02-05,5.851179599761963,5.867345104223348,5.713177286902064,5.766462780023556,850306800,0.01775605381656864,5.851357555389404,6.097816014289856,0.9595825032564295,42.53324012363229,0.026173976953833302,0.12229202853024868,1,0.002897118921960873,26.11000061035156,0.001150333080263577,-0.01772850225510303,0.010067319641935857,0.007688734174632783,-0.13805818258819258,-0.11040307120751355,-0.027655111380679026,6.532781429769906,5.662850598809807,0.14266268921880715,0.21648732775990717,-0.03603865716899468,0.01720611249860826,0.005803118827698572,0.013901464192460633,-0.03627884871999676,4,0.23266263148980862
2010-02-08,5.811066627502441,5.923624042686643,5.807474293036336,5.858065537404952,478270800,-0.00685553597793398,5.847706127166748,6.071083831787109,0.9632062888918128,33.22111087496255,0.024306978334902272,-0.43753148863445523,1,-0.00886329049344714,26.51000022888184,0.015319785874370995,0.012972364287989757,-0.004271610506205503,-0.0025839254717284765,-0.13991251632432355,-0.11630496023087555,-0.023607556093448,6.507614963754033,5.634552699820185,0.1438066559652249,0.2021779373062136,0.01775605381656864,-0.03603865716899468,0.01720611249860826,0.005803118827698572,0.013901464192460633,0,0.22115878495406985
2010-02-09,5.873031139373779,5.912246244506132,5.829923940252894,5.879916045005989,632886800,0.010663190743343653,5.849681949615478,6.050248813629151,0.9668498155709128,37.283132308412874,0.024039053499676007,0.32328128750490315,1,0.013040132316577413,26.0,-0.019238031855096316,0.011414223075360663,0.008579645312554396,0.0020835454307892576,-0.13482785928654817,-0.12000954004201009,-0.01481831924453808,6.482596966225564,5.6179006610327376,0.14291913139918472,0.295052120356456,-0.00685553597793398,0.01775605381656864,-0.03603865716899468,0.01720611249860826,0.005803118827698572,1,0.21544953768846473
2010-02-10,5.841001510620117,5.885306566031385,5.815257248239529,5.8640515223531935,370361600,-0.005453679368210729,5.825075435638428,6.03138964176178,0.9657932552235031,38.93354710278643,0.023531722247050038,-0.4148059336993598,1,-0.0022325735201887964,25.399999618530277,-0.023076937748835458,0.01679056164278747,-0.0028358519224582768,-0.002617827445752452,-0.1318627239092498,-0.12238017681545803,-0.009482547093791774,6.4657947195972385,5.596984563926321,0.14404808962352775,0.2808633682202689,0.010663190743343653,-0.00685553597793398,0.01775605381656864,-0.03603865716899468,0.01720611249860826,2,0.20740975383329216
2010-02-11,5.947270393371582,5.97960099091897,5.809268130428122,5.833815339753855,550345600,0.018193606448867916,5.864709854125977,6.013458395004273,0.9752640608602414,50.88906569379177,0.021014610180815494,0.4859683077295269,1,0.009680437561949251,23.959999084472656,-0.05669293526315977,0.010557670349719439,0.010426723219044698,0.007766883229823218,-0.1195596132498915,-0.12181606410234472,0.0022564508524532123,6.429366785477706,5.59755000453084,0.13832585615590265,0.4204295907574848,-0.005453679368210729,0.010663190743343653,-0.00685553597793398,0.01775605381656864,-0.03603865716899468,3,0.19624812132371255
2010-02-12,5.998459815979004,6.036178510090743,5.852374816481093,5.930506054557419,655468800,0.008607212926534213,5.894165897369385,5.999912595748901,0.9823752935243689,47.20542339753692,0.01680238541249995,0.19101306524482076,1,-0.002744592819371894,22.729999542236328,-0.05133554212167868,-0.010715232098536198,0.0018761950963219753,0.006731017830212238,-0.10447443456803729,-0.11834773819548323,0.013873303627445946,6.397990996940393,5.601834194557409,0.13269473341113056,0.498175259175873,0.018193606448867916,-0.005453679368210729,0.010663190743343653,-0.00685553597793398,0.01775605381656864,4,0.19451608829370798
2010-02-16,6.088865756988525,6.097546829310123,6.0325870685662455,6.045159835233856,543737600,0.015071525655417917,5.949725723266601,5.996125841140747,0.9922616504217132,47.3695045580877,0.016879964918038226,-0.17045998222951264,0,0.01800074864554846,22.25,-0.021117446190194844,-0.007852705999167875,0.014981009535444345,9.051611997357156e-05,-0.08425310059638846,-0.1115288106756643,0.02727571007927583,6.389015036174698,5.603236646106797,0.13104768160075972,0.6180229909070951,0.008607212926534213,0.018193606448867916,-0.005453679368210729,0.010663190743343653,-0.00685553597793398,1,0.1777950658134428
2010-02-17,6.063421249389648,6.116107208249717,6.012829619344833,6.112514874778056,436396800,-0.00417885836449472,5.987803745269775,5.977431201934815,1.0017352844364988,44.35257491209567,0.017087895274066907,-0.19741286973716732,0,0.0042379594555796984,21.71999931335449,-0.023820255579573568,0.021288228147837707,0.0027676160760534696,-0.006946474440548189,-0.06947978711541758,-0.10311900596361495,0.03363921884819737,6.313385765956909,5.641476637912721,0.11240767235040697,0.6279786861094416,0.015071525655417917,0.008607212926534213,0.018193606448867916,-0.005453679368210729,0.010663190743343653,2,0.1615444296778521
2010-02-18,6.074796676635742,6.103534947112001,6.014626285037076,6.035880127145417,422825200,0.0018760740476737592,6.034562778472901,5.964259624481201,1.0117874067223918,54.66906179858475,0.01639496904326462,-0.031099219792629085,0,0.006584742448973557,20.6299991607666,-0.050184170674338,0.01630140796934776,0.006440092662452157,-0.004564018614778398,-0.05620601982590401,-0.09373640873607277,0.03753038891016876,6.258751769819174,5.669767479143228,0.0987522890952585,0.6876740243087234,-0.00417885836449472,0.015071525655417917,0.008607212926534213,0.018193606448867916,-0.005453679368210729,3,0.14826598304183802
2010-02-19,6.037076950073242,6.082878398525714,6.020313128331962,6.042765210593994,415469600,-0.006209216303086129,6.052524089813232,5.954680275917053,1.0164314135037436,64.5562069586741,0.010288988089903243,-0.017396314126972512,1,0.002186622042297248,20.020000457763672,-0.029568527766254293,-0.0055219323152030375,-0.002742533032058403,-0.0034666832710277262,-0.04817480119294082,-0.08462408722744638,0.03644928603450556,6.224379587913722,5.684980963920385,0.09058397747648457,0.6527565522524041,0.0018760740476737592,-0.00417885836449472,0.015071525655417917,0.008607212926534213,0.018193606448867916,4,0.12718288963260552
2010-02-22,5.99965763092041,6.061923540210251,5.96283741493971,6.057134162327216,390563600,-0.006198251150729139,6.052763652801514,5.958676671981811,1.0157899120893918,59.006105233975454,0.009749844238652636,-0.05994662425361563,1,-0.0010458578339902491,19.940000534057617,-0.003996000093747787,0.004494965535214224,-0.0018332027336788181,-0.004365048417050321,-0.04431855221129677,-0.07656298022421645,0.032244428012919685,6.22856404088083,5.6887893030827925,0.09058634450432637,0.5759223357658139,-0.006209216303086129,0.0018760740476737592,-0.00417885836449472,0.015071525655417917,0.008607212926534213,0,0.12421072109200892
2010-02-23,5.899075508117676,6.026899916598866,5.858662953428885,5.987085684506496,575094800,-0.016764643749730745,6.014805603027344,5.949681067466736,1.01094588681681,51.77415389832069,0.011206839795296328,0.47247413737480914,1,-0.012102809596931441,21.3700008392334,0.07171515882024848,-0.028428544182526938,-0.012396545619659416,-0.0043680981300713295,-0.04881586491693568,-0.07101355716276031,0.02219769224582463,6.2146320353974565,5.684730099536016,0.08906392289815006,0.4045001424513708,-0.006198251150729139,-0.006209216303086129,0.0018760740476737592,-0.00417885836449472,0.015071525655417917,1,0.12994120687392094
